Line,X,Y,Ch1,Ch2,Ch3,Ch4
Livs0125s2a,287611.86,2476410.76,-58.49,-17.87,-2.94,0.75
Livs0125s2a,287611.94,2476410.76,-59.95,-18.76,-3.52,0.41
Livs0125s2a,287612.03,2476410.76,-60.77,-19.01,-3.93,0.24
Livs0125s2a,287612.1,2476410.76,-60.29,-18.52,-3.61,0.65
Livs0125s2a,287612.18,2476410.75,-59.57,-17.72,-3.12,0.9
Livs0125s2a,287612.27,2476410.75,-57.8,-16.85,-2.97,0.82
Livs0125s2a,287612.34,2476410.74,-56.42,-16.03,-2.79,0.65
Livs0125s2a,287612.42,2476410.74,-55.06,-15.31,-2.32,0.65
Livs0125s2a,287612.5,2476410.73,-54.25,-15.14,-2.16,0.65
Livs0125s2a,287612.58,2476410.73,-54.51,-15.47,-2.46,0.57
Livs0125s2a,287612.65,2476410.73,-55.93,-16.5,-2.79,0.41
Livs0125s2a,287612.72,2476410.72,-58.74,-18.29,-3.45,0.26
Livs0125s2a,287612.79,2476410.72,-60.29,-19.33,-4.23,0
Livs0125s2a,287612.84,2476410.72,-60.7,-19.82,-4.48,-0.07
Livs0125s2a,287612.91,2476410.72,-60.53,-19.8,-4.47,-0.06
Livs0125s2a,287612.96,2476410.72,-59.39,-19.17,-4.24,-0.07
Livs0125s2a,287613.02,2476410.71,-57.46,-17.97,-3.91,0.02
Livs0125s2a,287613.08,2476410.71,-56.44,-16.99,-3.43,0.25
Livs0125s2a,287613.14,2476410.71,-55.87,-16.53,-3.04,0.42
Livs0125s2a,287613.2,2476410.71,-55.88,-16.52,-3.04,0.41
Livs0125s2a,287613.26,2476410.71,-56.51,-17.08,-3.12,0.4
Livs0125s2a,287613.33,2476410.71,-58.2,-17.95,-3.44,0.26
Livs0125s2a,287613.4,2476410.71,-59.01,-18.61,-3.61,0.25
Livs0125s2a,287613.48,2476410.72,-59.5,-18.77,-3.6,0.24
Livs0125s2a,287613.57,2476410.73,-59.51,-18.68,-3.45,0.33
Livs0125s2a,287613.63,2476410.73,-58.85,-18.14,-3.36,0.57
Livs0125s2a,287613.72,2476410.74,-57.17,-17.07,-2.95,0.73
Livs0125s2a,287613.79,2476410.74,-55.64,-15.8,-2.57,0.98
Livs0125s2a,287613.87,2476410.75,-53.56,-14.43,-1.5,1.46
Livs0125s2a,287613.94,2476410.75,-50.66,-12.59,-0.63,1.79
Livs0125s2a,287614.02,2476410.76,-47.84,-10.72,0.43,2.26
Livs0125s2a,287614.1,2476410.75,-45.91,-9.52,1.06,2.42
Livs0125s2a,287614.17,2476410.74,-46.21,-9.59,1.22,2.42
Livs0125s2a,287614.26,2476410.73,-47.58,-10.23,0.98,2.34
Livs0125s2a,287614.33,2476410.73,-49.43,-11.36,0.41,2.18
Livs0125s2a,287614.41,2476410.72,-51.5,-12.65,-0.22,1.86
Livs0125s2a,287614.48,2476410.71,-53.34,-14.17,-0.87,1.63
Livs0125s2a,287614.57,2476410.7,-56.06,-16.42,-1.58,1.39
Livs0125s2a,287614.65,2476410.69,-57.83,-17.7,-2.88,0.74
Livs0125s2a,287614.73,2476410.69,-59.43,-18.91,-3.43,0.41
Livs0125s2a,287614.81,2476410.68,-60.87,-19.79,-3.84,0.16
Livs0125s2a,287614.89,2476410.68,-61.74,-20.44,-4.23,0
Livs0125s2a,287614.99,2476410.68,-62.87,-20.83,-4.48,0.01
Livs0125s2a,287615.07,2476410.69,-63.35,-20.92,-4.65,-0.08
Livs0125s2a,287615.17,2476410.69,-63.62,-20.84,-4.63,-0.07
Livs0125s2a,287615.27,2476410.7,-63.45,-20.91,-4.56,-0.08
Livs0125s2a,287615.36,2476410.7,-63.7,-20.75,-4.55,-0.14
Livs0125s2a,287615.46,2476410.71,-63.53,-20.92,-4.72,-0.31
Livs0125s2a,287615.55,2476410.71,-63.45,-21.39,-4.89,-0.31
Livs0125s2a,287615.64,2476410.71,-63.54,-21.41,-5.12,-0.47
Livs0125s2a,287615.73,2476410.72,-64.11,-21.58,-5.21,-0.64
Livs0125s2a,287615.82,2476410.71,-64.35,-21.56,-5.36,-0.63
Livs0125s2a,287615.91,2476410.71,-64.49,-22.04,-5.35,-0.62
Livs0125s2a,287615.98,2476410.71,-64.39,-22.44,-5.53,-0.55
Livs0125s2a,287616.07,2476410.7,-64.17,-22.83,-5.51,-0.55
Livs0125s2a,287616.14,2476410.7,-64,-23,-5.53,-0.39
Livs0125s2a,287616.23,2476410.69,-63.84,-23,-5.44,-0.31
Livs0125s2a,287616.3,2476410.69,-63.66,-22.76,-5.28,-0.3
Livs0125s2a,287616.39,2476410.68,-63.48,-22.75,-5.28,-0.15
Livs0125s2a,287616.48,2476410.68,-63.66,-22.58,-5.19,-0.24
Livs0125s2a,287616.56,2476410.67,-64.07,-22.28,-5.2,-0.38
Livs0125s2a,287616.62,2476410.68,-64.62,-21.87,-5.27,-0.3
Livs0125s2a,287616.69,2476410.68,-65.09,-21.47,-5.27,-0.3
Livs0125s2a,287616.75,2476410.68,-65.49,-21.14,-5.29,-0.31
Livs0125s2a,287616.82,2476410.69,-65.34,-20.73,-5.29,-0.24
Livs0125s2a,287616.88,2476410.69,-65.58,-20.9,-5.35,-0.24
Livs0125s2a,287616.96,2476410.69,-65.99,-21.06,-5.51,-0.31
Livs0125s2a,287617.02,2476410.69,-65.89,-21.7,-5.44,-0.31
Livs0125s2a,287617.09,2476410.7,-65.88,-21.85,-5.52,-0.47
Livs0125s2a,287617.15,2476410.7,-65.96,-22.09,-5.6,-0.47
Livs0125s2a,287617.23,2476410.71,-66.04,-22.2,-5.67,-0.48
Livs0125s2a,287617.36,2476410.73,-66.19,-21.93,-5.75,-0.48
Livs0125s2a,287617.45,2476410.75,-65.96,-22.09,-5.68,-0.46
Livs0125s2a,287617.58,2476410.78,-65.86,-22.1,-5.68,-0.47
Livs0125s2a,287617.67,2476410.8,-65.54,-22.1,-5.59,-0.38
Livs0125s2a,287617.8,2476410.82,-65.38,-22.01,-5.61,-0.39
Livs0125s2a,287617.9,2476410.84,-65.14,-22.11,-5.44,-0.39
Livs0125s2a,287618.03,2476410.87,-64.97,-21.78,-5.36,-0.23
Livs0125s2a,287618.14,2476410.89,-64.73,-21.54,-5.28,-0.16
Livs0125s2a,287618.25,2476410.91,-64.45,-21.68,-5.2,-0.07
Livs0125s2a,287618.35,2476410.94,-64.38,-21.52,-5.26,-0.16
Livs0125s2a,287618.44,2476410.97,-64.54,-21.2,-5.34,-0.22
Livs0125s2a,287618.53,2476411,-64.45,-20.79,-5.19,-0.23
Livs0125s2a,287618.61,2476411.04,-64.36,-20.7,-5.03,-0.06
Livs0125s2a,287618.7,2476411.07,-64.1,-20.7,-4.78,0.1
Livs0125s2a,287618.8,2476411.11,-63.63,-21.2,-4.72,0.16
Livs0125s2a,287618.88,2476411.14,-63.23,-21.67,-4.72,0.09
Livs0125s2a,287618.97,2476411.17,-62.67,-21.99,-4.78,0.09
Livs0125s2a,287619.06,2476411.21,-62.24,-22.06,-4.72,0.08
Livs0125s2a,287619.14,2476411.24,-62,-21.98,-4.71,0.1
Livs0125s2a,287619.2,2476411.26,-62.23,-21.6,-4.72,0.08
Livs0125s2a,287619.23,2476411.29,-62.33,-21.36,-4.8,0.01
Livs0125s2a,287619.27,2476411.31,-62.73,-21.03,-4.87,0.02
Livs0125s2a,287619.29,2476411.32,-62.98,-20.86,-4.94,-0.06
Livs0125s2a,287619.32,2476411.34,-63.31,-20.95,-4.96,-0.14
Livs0125s2a,287619.35,2476411.36,-63.64,-20.94,-5.04,-0.07
Livs0125s2a,287619.38,2476411.38,-63.46,-20.96,-5.03,-0.07
Livs0125s2a,287619.41,2476411.4,-63.47,-20.94,-4.86,-0.07
Livs0125s2a,287619.44,2476411.42,-63.77,-20.96,-4.95,-0.23
Livs0125s2a,287619.47,2476411.44,-63.85,-20.88,-5.03,-0.32
Livs0125s2a,287619.49,2476411.45,-63.43,-20.87,-5.02,-0.31
Livs0125s2a,287619.51,2476411.46,-62.88,-21.09,-4.95,-0.15
Livs0125s2a,287619.52,2476411.47,-62.32,-21.36,-4.79,-0.08
Livs0125s2a,287619.54,2476411.48,-62.55,-21.34,-4.7,0.09
Livs0125s2a,287619.55,2476411.48,-62.63,-21.19,-4.72,0.02
Livs0125s2a,287619.57,2476411.49,-62.54,-21.18,-4.72,-0.08
Livs0125s2a,287619.59,2476411.5,-62.7,-21.1,-4.8,0.01
Livs0125s2a,287619.6,2476411.51,-62.79,-21.01,-4.79,-0.08
Livs0125s2a,287619.62,2476411.51,-62.71,-21.18,-4.86,-0.07
Livs0125s2a,287619.63,2476411.52,-63.1,-21.34,-5.03,-0.23
Livs0125s2a,287619.65,2476411.53,-63.26,-21.33,-5.2,-0.38
Livs0125s2a,287619.65,2476411.55,-63.41,-21.51,-5.12,-0.4
Livs0125s2a,287619.66,2476411.56,-63.43,-21.34,-5.02,-0.3
Livs0125s2a,287619.66,2476411.58,-63.25,-21.33,-4.87,-0.14
Livs0125s2a,287619.67,2476411.59,-62.92,-21.41,-4.96,-0.15
Livs0125s2a,287619.67,2476411.61,-62.92,-21.48,-4.95,-0.16
Livs0125s2a,287619.68,2476411.62,-62.99,-21.42,-4.95,-0.22
Livs0125s2a,287619.69,2476411.64,-63.26,-21.35,-5.18,-0.31
Livs0125s2a,287619.69,2476411.66,-63.19,-21.25,-5.2,-0.32
Livs0125s2a,287619.7,2476411.67,-63.35,-21.1,-5.03,-0.15
Livs0125s2a,287619.69,2476411.64,-63.35,-20.77,-5.03,-0.06
Livs0125s2a,287619.67,2476411.59,-63.27,-20.95,-5.04,0
Livs0125s2a,287619.65,2476411.54,-63.13,-21.18,-4.95,-0.06
Livs0125s2a,287619.64,2476411.5,-62.96,-21.01,-4.95,-0.07
Livs0125s2a,287619.62,2476411.45,-62.7,-20.94,-4.8,0.08
Livs0125s2a,287619.6,2476411.4,-62.55,-20.93,-4.78,0.16
Livs0125s2a,287619.59,2476411.35,-62.68,-21.01,-4.72,0.17
Livs0125s2a,287619.57,2476411.3,-62.78,-21.02,-4.78,0.01
Livs0125s2a,287619.55,2476411.25,-62.79,-21.25,-4.79,0.1
Livs0125s2a,287619.53,2476411.21,-62.85,-21.27,-4.79,0.02
Livs0125s2a,287619.49,2476411.17,-62.94,-20.93,-4.79,0
Livs0125s2a,287619.43,2476411.14,-62.52,-20.69,-4.7,0.08
Livs0125s2a,287619.37,2476411.11,-62.52,-20.37,-4.62,0.1
Livs0125s2a,287619.32,2476411.09,-62.61,-20.3,-4.7,0.08
Livs0125s2a,287619.26,2476411.05,-62.68,-20.37,-4.78,-0.15
Livs0125s2a,287619.21,2476411.03,-62.75,-20.7,-4.95,-0.15
Livs0125s2a,287619.14,2476411,-62.83,-20.76,-4.87,-0.16
Livs0125s2a,287619.1,2476410.97,-62.84,-20.62,-4.87,-0.07
Livs0125s2a,287619.03,2476410.94,-62.85,-20.69,-4.88,0.01
Livs0125s2a,287618.97,2476410.91,-63.1,-20.86,-4.87,0.02
Livs0125s2a,287618.9,2476410.9,-63.35,-20.78,-4.94,-0.08
Livs0125s2a,287618.83,2476410.89,-63.41,-20.94,-4.96,-0.14
Livs0125s2a,287618.75,2476410.88,-63.51,-20.87,-4.71,0.08
Livs0125s2a,287618.67,2476410.87,-63.52,-20.87,-4.55,-0.08
Livs0125s2a,287618.6,2476410.86,-63.44,-21.03,-4.64,0
Livs0125s2a,287618.52,2476410.86,-63.52,-21.17,-4.72,0.01
Livs0125s2a,287618.44,2476410.85,-63.99,-21.34,-4.86,-0.07
Livs0125s2a,287618.37,2476410.84,-64.46,-21.25,-4.96,-0.15
Livs0125s2a,287618.29,2476410.83,-64.62,-21.27,-5.1,-0.24
Livs0125s2a,287618.21,2476410.82,-64.38,-21.5,-5.2,-0.31
Livs0125s2a,287618.12,2476410.82,-63.9,-21.82,-5.27,-0.39
Livs0125s2a,287618.02,2476410.81,-63.49,-22.3,-5.35,-0.31
Livs0125s2a,287617.94,2476410.81,-63.56,-22.46,-5.5,-0.31
Livs0125s2a,287617.84,2476410.8,-63.57,-22.54,-5.42,-0.23
Livs0125s2a,287617.76,2476410.8,-63.49,-22.78,-5.35,-0.31
Livs0125s2a,287617.65,2476410.79,-63.81,-22.95,-5.26,-0.22
Livs0125s2a,287617.57,2476410.79,-64.36,-22.7,-5.11,-0.22
Livs0125s2a,287617.47,2476410.79,-65.41,-22.04,-5.19,-0.31
Livs0125s2a,287617.38,2476410.78,-65.89,-21.73,-5.28,-0.39
Livs0125s2a,287617.29,2476410.78,-66.28,-21.5,-5.44,-0.38
Livs0125s2a,287617.22,2476410.78,-66.38,-21.48,-5.36,-0.3
Livs0125s2a,287617.16,2476410.78,-66.04,-21.64,-5.44,-0.4
Livs0125s2a,287617.09,2476410.78,-65.39,-21.97,-5.51,-0.47
Livs0125s2a,287617.02,2476410.79,-65.15,-22.28,-5.52,-0.39
Livs0125s2a,287616.95,2476410.79,-65.15,-22.12,-5.51,-0.47
Livs0125s2a,287616.87,2476410.79,-64.92,-22.06,-5.51,-0.48
Livs0125s2a,287616.81,2476410.79,-64.44,-21.98,-5.36,-0.23
Livs0125s2a,287616.74,2476410.79,-63.96,-21.41,-5.28,-0.24
Livs0125s2a,287616.68,2476410.79,-64.04,-21.16,-5.12,-0.22
Livs0125s2a,287616.6,2476410.79,-63.8,-21.17,-5.11,-0.3
Livs0125s2a,287616.5,2476410.79,-63.58,-21.59,-5.12,-0.31
Livs0125s2a,287616.39,2476410.79,-63.31,-22.06,-5.12,-0.32
Livs0125s2a,287616.28,2476410.78,-62.99,-22.21,-5.12,-0.15
Livs0125s2a,287616.18,2476410.78,-63.15,-22.22,-4.94,-0.14
Livs0125s2a,287616.07,2476410.77,-63.62,-21.97,-5.11,-0.15
Livs0125s2a,287615.98,2476410.77,-64.2,-21.33,-5.11,-0.14
Livs0125s2a,287615.86,2476410.77,-64.11,-21.07,-5.27,-0.22
Livs0125s2a,287615.77,2476410.76,-63.79,-21.16,-5.17,-0.23
Livs0125s2a,287615.65,2476410.76,-63.3,-21.47,-5.18,-0.15
Livs0125s2a,287615.56,2476410.76,-63.36,-21.41,-5.19,-0.32
Livs0125s2a,287615.49,2476410.76,-63.38,-21.24,-5.18,-0.39
Livs0125s2a,287615.42,2476410.76,-63.69,-20.92,-5.09,-0.31
Livs0125s2a,287615.35,2476410.77,-63.44,-20.51,-4.95,-0.14
Livs0125s2a,287615.28,2476410.77,-62.87,-20.67,-4.93,-0.16
Livs0125s2a,287615.22,2476410.77,-62.64,-21,-5.1,-0.39
Livs0125s2a,287615.15,2476410.78,-62.66,-20.92,-4.95,-0.38
Livs0125s2a,287615.07,2476410.78,-62.57,-21,-4.86,-0.39
Livs0125s2a,287615.01,2476410.79,-62.57,-20.92,-4.69,-0.32
Livs0125s2a,287614.93,2476410.79,-62.59,-20.6,-4.78,-0.31
Livs0125s2a,287614.86,2476410.79,-61.85,-20.12,-4.61,-0.16
Livs0125s2a,287614.78,2476410.79,-60.9,-19.32,-4.22,0.16
Livs0125s2a,287614.71,2476410.79,-59.78,-18.36,-3.58,0.58
Livs0125s2a,287614.63,2476410.79,-58.01,-17.23,-2.94,0.97
Livs0125s2a,287614.55,2476410.79,-54.63,-14.96,-2.04,1.23
Livs0125s2a,287614.48,2476410.79,-51.48,-12.65,-0.75,1.94
Livs0125s2a,287614.4,2476410.79,-48.9,-10.71,0.51,2.51
Livs0125s2a,287614.34,2476410.79,-47.07,-9.5,1.08,2.51
Livs0125s2a,287614.25,2476410.79,-46.01,-9.18,1.34,2.68
Livs0125s2a,287614.18,2476410.79,-46.33,-9.58,1.25,2.67
Livs0125s2a,287614.1,2476410.79,-47.12,-10.15,1.09,2.51
Livs0125s2a,287614.03,2476410.8,-48.35,-11.28,0.45,2.18
Livs0125s2a,287613.95,2476410.81,-50.44,-12.87,-0.27,1.87
Livs0125s2a,287613.87,2476410.82,-52.75,-14.49,-1.15,1.37
Livs0125s2a,287613.8,2476410.82,-55,-16.01,-2.05,0.97
Livs0125s2a,287613.72,2476410.83,-57.5,-17.61,-2.86,0.74
Livs0125s2a,287613.64,2476410.84,-58.47,-18.44,-3.43,0.26
Livs0125s2a,287613.57,2476410.85,-59.2,-18.76,-3.66,0.01
Livs0125s2a,287613.49,2476410.86,-58.63,-18.51,-3.82,-0.24
Livs0125s2a,287613.41,2476410.87,-57.33,-17.85,-3.58,-0.14
Livs0125s2a,287613.33,2476410.87,-55.87,-16.8,-3.32,0.02
Livs0125s2a,287613.25,2476410.87,-55.88,-16.74,-3.33,0.1
Livs0125s2a,287613.16,2476410.88,-56.8,-17.22,-3.59,0.08
Livs0125s2a,287613.07,2476410.88,-58.17,-17.87,-3.74,0.17
Livs0125s2a,287612.99,2476410.88,-59.04,-18.27,-3.81,0.26
Livs0125s2a,287612.9,2476410.88,-58.89,-18.03,-3.74,0.18
Livs0125s2a,287612.83,2476410.89,-57.29,-17.14,-3.34,0.33
Livs0125s2a,287612.74,2476410.89,-55.52,-16.01,-2.45,0.4
Livs0125s2a,287612.66,2476410.89,-54.14,-15.06,-2.05,0.59
Livs0125s2a,287612.57,2476410.89,-53.58,-14.65,-1.8,0.82
Livs0125s2a,287612.5,2476410.89,-54.54,-15.3,-1.89,0.89
Livs0125s2a,287612.44,2476410.88,-55.81,-16.01,-2.28,0.83
Livs0125s2a,287612.39,2476410.87,-57.36,-16.98,-3.02,0.51
Livs0125s2a,287612.33,2476410.87,-58.87,-18.02,-3.42,0.25
Livs0125s2a,287612.27,2476410.86,-59.91,-19,-3.82,0.09
Livs0125s2a,287612.21,2476410.85,-61.02,-19.62,-4.06,0.1
Livs0125s2a,287612.16,2476410.85,-61.27,-19.71,-4.23,0.16
Livs0125s2a,287612.1,2476410.84,-61.17,-19.71,-4.22,0.26
Livs0125s2a,287612.04,2476410.83,-60.71,-19.46,-4.06,0.26
Livs0125s2a,287611.98,2476410.83,-59.57,-18.74,-3.81,0.51
Livs0125s2a,287611.9,2476410.83,-57.86,-17.7,-3.42,0.59
Livs0125s2a,287611.8,2476410.82,-54.8,-15.84,-2.76,0.91
Livs0125s2a,287611.7,2476410.83,-52.64,-14.38,-1.79,1.21
Livs0125s2a,287611.61,2476410.83,-50.72,-13.11,-1.33,1.47
Livs0125s2a,287611.51,2476410.83,-49.01,-12.13,-0.85,1.7
Livs0125s2a,287611.43,2476410.83,-47.97,-11.66,-0.51,1.79
Livs0125s2a,287611.32,2476410.83,-47.73,-11.73,-0.37,1.78
Livs0125s2a,287611.24,2476410.83,-48.93,-12.29,-0.6,1.62
Livs0125s2a,287611.14,2476410.83,-50.47,-13.35,-1.24,1.29
Livs0125s2a,287611.04,2476410.83,-52.31,-14.71,-1.8,0.97
Livs0125s2a,287610.96,2476410.83,-54.47,-16.08,-2.45,0.66
Livs0125s2a,287610.88,2476410.83,-57.38,-18.09,-3.26,0.41
Livs0125s2a,287610.8,2476410.83,-58.9,-18.89,-3.57,0.26
Livs0125s2a,287610.71,2476410.83,-60.18,-19.61,-3.98,0.49
Livs0125s2a,287610.63,2476410.82,-61.49,-20.26,-4.37,0.25
Livs0125s2a,287610.55,2476410.82,-62.52,-20.98,-4.71,0.1
Livs0125s2a,287610.46,2476410.82,-63.74,-21.72,-4.93,-0.07
Livs0125s2a,287610.39,2476410.82,-64.05,-21.79,-5.09,-0.15
Livs0125s2a,287610.3,2476410.81,-64.3,-21.8,-5.19,-0.15
Livs0125s2a,287610.22,2476410.81,-64.62,-21.55,-5.27,-0.16
Livs0125s2a,287610.13,2476410.81,-64.54,-21.71,-5.33,-0.15
Livs0125s2a,287610.05,2476410.81,-64.55,-21.94,-5.35,-0.31
Livs0125s2a,287609.96,2476410.8,-64.95,-21.95,-5.51,-0.31
Livs0125s2a,287609.87,2476410.8,-65.11,-21.86,-5.33,-0.31
Livs0125s2a,287609.79,2476410.8,-64.88,-21.79,-5.26,-0.4
Livs0125s2a,287609.7,2476410.79,-64.32,-21.79,-5.19,-0.4
Livs0125s2a,287609.62,2476410.79,-63.65,-21.63,-5.02,-0.16
Livs0125s2a,287609.53,2476410.78,-62.37,-21.07,-4.7,0.17
Livs0125s2a,287609.45,2476410.78,-61.59,-20.83,-4.54,0.26
Livs0125s2a,287609.36,2476410.78,-61.27,-20.69,-4.46,0.25
Livs0125s2a,287609.29,2476410.78,-61.12,-20.51,-4.39,0.25
Livs0125s2a,287609.21,2476410.78,-61.21,-20.2,-4.38,0.16
Livs0125s2a,287609.14,2476410.77,-60.81,-19.79,-4.15,0.26
Livs0125s2a,287609.07,2476410.77,-60.66,-19.49,-4.05,0.33
Livs0125s2a,287608.99,2476410.77,-60.33,-19.25,-3.9,0.33
Livs0125s2a,287608.92,2476410.77,-59.77,-18.76,-3.66,0.42
Livs0125s2a,287608.85,2476410.77,-58.99,-18.27,-3.34,0.57
Livs0125s2a,287608.77,2476410.77,-57.29,-16.99,-2.85,0.82
Livs0125s2a,287608.7,2476410.77,-55.04,-15.45,-2.21,1.06
Livs0125s2a,287608.62,2476410.77,-52.49,-13.45,-0.77,1.79
Livs0125s2a,287608.53,2476410.77,-48.95,-10.9,0.77,2.51
Livs0125s2a,287608.44,2476410.77,-44.86,-8.16,2.62,3.47
Livs0125s2a,287608.34,2476410.77,-41.01,-5.34,3.9,4.03
Livs0125s2a,287608.25,2476410.78,-40.27,-4.78,4.47,4.19
Livs0125s2a,287608.16,2476410.78,-41.18,-5.58,4.05,4.04
Livs0125s2a,287608.07,2476410.79,-43.28,-7.28,3.18,3.47
Livs0125s2a,287607.97,2476410.79,-46.24,-9.37,2.13,2.98
Livs0125s2a,287607.89,2476410.79,-49.48,-11.53,0.85,2.51
Livs0125s2a,287607.79,2476410.8,-54.04,-14.84,-0.37,1.93
Livs0125s2a,287607.69,2476410.8,-56.71,-16.78,-1.98,1.13
Livs0125s2a,287607.6,2476410.8,-59.29,-18.47,-2.86,0.73
Livs0125s2a,287607.51,2476410.79,-60.98,-19.76,-3.65,0.49
Livs0125s2a,287607.42,2476410.79,-62.26,-20.63,-4.32,0.25
Livs0125s2a,287607.33,2476410.79,-63.54,-21.44,-4.71,0.01
Livs0125s2a,287607.24,2476410.79,-64.11,-21.67,-4.96,-0.07
Livs0125s2a,287607.14,2476410.79,-64.66,-21.52,-5.11,-0.06
Livs0125s2a,287607.04,2476410.79,-65,-21.68,-5.11,-0.15
Livs0125s2a,287606.96,2476410.79,-65.23,-21.68,-5.2,-0.15
Livs0125s2a,287606.86,2476410.78,-65.72,-21.35,-5.18,-0.14
Livs0125s2a,287606.78,2476410.78,-65.86,-21.28,-5.19,-0.22
Livs0125s2a,287606.71,2476410.79,-66.05,-21.2,-5.27,-0.32
Livs0125s2a,287606.65,2476410.79,-66.13,-21.11,-5.35,-0.32
Livs0125s2a,287606.59,2476410.79,-65.88,-21.5,-5.35,-0.4
Livs0125s2a,287606.52,2476410.79,-65.63,-21.67,-5.35,-0.39
Livs0125s2a,287606.46,2476410.79,-65.47,-21.5,-5.36,-0.22
Livs0125s2a,287606.4,2476410.79,-65.23,-21.43,-5.35,-0.23
Livs0125s2a,287606.34,2476410.79,-65.07,-21.44,-5.18,-0.23
Livs0125s2a,287606.27,2476410.79,-65.08,-21.19,-5.03,-0.14
Livs0125s2a,287606.22,2476410.79,-64.36,-20.95,-4.79,-0.07
Livs0125s2a,287606.14,2476410.8,-63.05,-20.71,-4.63,0.18
Livs0125s2a,287606.06,2476410.8,-62.17,-20.39,-4.31,0.41
Livs0125s2a,287605.98,2476410.8,-61.48,-19.91,-4.15,0.41
Livs0125s2a,287605.9,2476410.8,-60.65,-19.82,-3.99,0.41
Livs0125s2a,287605.83,2476410.8,-60.24,-19.42,-3.74,0.42
Livs0125s2a,287605.75,2476410.8,-59.94,-18.86,-3.58,0.48
Livs0125s2a,287605.67,2476410.81,-59.78,-18.69,-3.57,0.48
Livs0125s2a,287605.59,2476410.81,-59.71,-18.8,-3.59,0.5
Livs0125s2a,287605.51,2476410.81,-59.96,-18.71,-3.67,0.49
Livs0125s2a,287605.44,2476410.81,-59.88,-18.87,-3.82,0.32
Livs0125s2a,287605.35,2476410.81,-59.97,-19.27,-3.99,0.24
Livs0125s2a,287605.27,2476410.82,-60.13,-19.28,-3.98,0.09
Livs0125s2a,287605.18,2476410.82,-60.14,-19.28,-4.14,0.01
Livs0125s2a,287605.09,2476410.82,-59.97,-19.04,-4.16,0.1
Livs0125s2a,287605.02,2476410.82,-59.89,-18.95,-4.07,0.18
Livs0125s2a,287604.93,2476410.82,-59.75,-18.64,-3.91,0.33
Livs0125s2a,287604.86,2476410.82,-59.75,-18.72,-3.83,0.34
Livs0125s2a,287604.76,2476410.83,-60,-18.8,-3.67,0.5
Livs0125s2a,287604.69,2476410.83,-60.42,-18.96,-3.66,0.41
Livs0125s2a,287604.6,2476410.83,-60.81,-19.21,-3.91,0.33
Livs0125s2a,287604.52,2476410.83,-62.1,-19.85,-4.23,0.25
Livs0125s2a,287604.44,2476410.83,-62.66,-20.18,-4.47,0.09
Livs0125s2a,287604.36,2476410.82,-62.92,-20.59,-4.79,-0.07
Livs0125s2a,287604.29,2476410.82,-63.41,-20.9,-5.11,-0.16
Livs0125s2a,287604.21,2476410.81,-63.67,-21.23,-5.12,-0.07
Livs0125s2a,287604.13,2476410.81,-63.75,-21.55,-5.27,-0.14
Livs0125s2a,287604.05,2476410.81,-64.38,-21.64,-5.2,-0.31
Livs0125s2a,287603.96,2476410.8,-64.71,-21.79,-5.28,-0.32
Livs0125s2a,287603.89,2476410.8,-64.56,-22.13,-5.43,-0.4
Livs0125s2a,287603.81,2476410.8,-64.81,-22.6,-5.51,-0.48
Livs0125s2a,287603.73,2476410.8,-65.12,-22.68,-5.52,-0.55
Livs0125s2a,287603.64,2476410.81,-65.52,-22.36,-5.53,-0.47
Livs0125s2a,287603.55,2476410.82,-65.61,-22.04,-5.35,-0.38
Livs0125s2a,287603.47,2476410.83,-65.62,-21.71,-5.2,-0.15
Livs0125s2a,287603.37,2476410.83,-65.06,-21.55,-5.11,-0.15
Livs0125s2a,287603.29,2476410.84,-64.17,-21.48,-5.13,-0.07
Livs0125s2a,287603.2,2476410.85,-62.5,-20.36,-4.8,0.09
Livs0125s2a,287603.12,2476410.86,-60.9,-18.75,-4,0.4
Livs0125s2a,287603.03,2476410.87,-58.42,-16.52,-2.38,1.22
Livs0125s2a,287602.96,2476410.87,-54.49,-13.79,-0.86,2.02
Livs0125s2a,287602.86,2476410.87,-49.4,-10.4,1.15,2.91
Livs0125s2a,287602.77,2476410.87,-41.13,-4.84,3.56,3.96
Livs0125s2a,287602.69,2476410.87,-35.42,-0.91,5.88,4.99
Livs0125s2a,287602.6,2476410.86,-30.91,1.99,8.3,5.96
Livs0125s2a,287602.52,2476410.86,-28.67,3.02,8.78,6.2
Livs0125s2a,287602.43,2476410.86,-29.23,1.9,8.13,5.8
Livs0125s2a,287602.34,2476410.85,-31.95,-0.83,6.61,4.91
Livs0125s2a,287602.25,2476410.85,-36.85,-4.84,4.75,4.04
Livs0125s2a,287602.16,2476410.85,-38.61,-6.13,3.63,3.47
Livs0125s2a,287602.08,2476410.84,-38.37,-5.66,3.96,3.7
Livs0125s2a,287601.99,2476410.85,-36.29,-3.64,5,4.26
Livs0125s2a,287601.92,2476410.85,-33.63,-1.15,6.54,5.09
Livs0125s2a,287601.83,2476410.85,-32.1,0.55,7.42,5.48
Livs0125s2a,287601.74,2476410.85,-34.03,-0.74,6.93,5.24
Livs0125s2a,287601.67,2476410.85,-38.12,-3.4,5.66,4.66
Livs0125s2a,287601.58,2476410.86,-43.11,-6.93,3.73,3.79
Livs0125s2a,287601.51,2476410.86,-48.18,-10.47,1.63,2.9
Livs0125s2a,287601.42,2476410.86,-54.58,-15.21,-0.14,1.93
